Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1637553600000,57383.40000000,57780.00000000,56766.58000000,57259.54000000,6288.54451000,1637567999999,360235709.14911470,217597,3028.92461000,173528906.29072350,0
1637568000000,57259.54000000,57830.99000000,56952.35000000,57180.51000000,4668.49861000,1637582399999,267856505.95445920,186876,2214.54437000,127063552.31997950,0
1637582400000,57180.52000000,59444.00000000,56580.01000000,58194.79000000,13199.25579000,1637596799999,767249521.31473330,368744,6553.84521000,381094579.73715670,0
1637596800000,58194.78000000,58250.00000000,55800.00000000,55993.03000000,10242.33335000,1637611199999,583345539.55880810,312576,4631.14735000,263806768.57092620,0
1637611200000,55993.04000000,56711.96000000,55610.00000000,56247.18000000,7129.16569000,1637625599999,400258812.67877670,232452,3500.05789000,196521691.96655430,0
1637625600000,56243.83000000,57258.56000000,55971.97000000,56947.82000000,7357.42060000,1637639999999,417508220.05048550,214059,3625.99505000,205788374.01675790,0
1637640000000,56947.82000000,57037.06000000,55809.45000000,56006.74000000,7505.13779000,1637654399999,423093205.78792300,202627,4050.81818000,228277392.75983100,0
1637654400000,56006.74000000,58009.99000000,55317.00000000,56149.51000000,14389.97222000,1637668799999,814084255.75826320,403615,7075.82930000,400277592.83437420,0
1637668800000,56147.19000000,57749.50000000,56093.55000000,56883.07000000,9115.30123000,1637683199999,518832961.74278130,303324,4644.22411000,264358600.18064790,0
1637683200000,56883.07000000,57854.39000000,56883.06000000,57778.20000000,7105.18588000,1637697599999,407640858.48584960,270553,3666.52271000,210366081.67238600,0
1637697600000,57778.21000000,57850.01000000,57380.49000000,57541.27000000,4444.83245000,1637711999999,256051171.66321630,176667,2154.26068000,124103427.20286380,0
1637712000000,57541.26000000,57735.00000000,56136.00000000,56399.99000000,6366.81521000,1637726399999,362316599.27325060,222756,3085.85477000,175597849.53164380,0
1637726400000,56399.99000000,56797.02000000,56214.85000000,56497.47000000,4974.37633000,1637740799999,281236447.44114540,210055,2342.92058000,132462287.05971510,0
1637740800000,56497.46000000,57560.00000000,56311.00000000,56613.63000000,6607.71179000,1637755199999,375032462.57266330,240801,3434.48893000,195009051.94445170,0
1637755200000,56613.64000000,57166.23000000,55837.00000000,56727.53000000,10084.21014000,1637769599999,568412879.99474020,308595,4863.20125000,274172971.65537540,0
1637769600000,56727.53000000,57116.46000000,56477.01000000,56825.13000000,5609.38942000,1637783999999,318199399.00564300,221614,2786.32154000,158066699.53325390,0
1637784000000,56825.13000000,57476.03000000,56722.00000000,57138.29000000,5969.54675000,1637798399999,341176456.04312550,229170,3112.30952000,177875515.95502890,0
1637798400000,57138.29000000,58270.00000000,57108.74000000,57749.99000000,7949.67795000,1637812799999,459282218.33943330,257224,4195.87307000,242456800.62151740,0
1637812800000,57749.99000000,57825.00000000,57000.00000000,57648.89000000,5469.65202000,1637827199999,313544763.83232930,203537,2545.13118000,145902657.15890270,0
1637827200000,57648.90000000,58482.66000000,57329.75000000,58009.99000000,8165.97576000,1637841599999,472828704.03599570,301834,4120.69775000,238656421.35058480,0
1637841600000,58009.99000000,59137.76000000,57900.16000000,59048.50000000,9209.03334000,1637855999999,539577126.36652990,331674,4777.12682000,279900149.19614790,0
1637856000000,59048.50000000,59390.00000000,58667.01000000,58853.83000000,7112.50053000,1637870399999,420243601.11050930,313487,3470.26517000,205030704.39378060,0
1637870400000,58853.84000000,59398.90000000,58519.54000000,58960.36000000,4246.67562000,1637884799999,250182444.01579560,196510,2003.70998000,118076159.00916130,0
1637884800000,58960.37000000,59150.00000000,57857.00000000,57900.91000000,6724.56509000,1637899199999,393204021.18674400,231986,3264.11730000,190844789.23074600,0
1637899200000,57900.90000000,58013.39000000,56636.57000000,56957.86000000,6998.47949000,1637913599999,402184902.87651920,260077,3261.04891000,187427600.56413340,0
1637913600000,56966.32000000,56966.32000000,53680.45000000,53719.30000000,28211.18841000,1637927999999,1553134436.20698700,804553,12992.59839000,715543873.48875920,0
1637928000000,53719.31000000,54878.38000000,53500.00000000,54341.55000000,12788.34910000,1637942399999,693669774.35020510,422283,6450.59322000,349905951.78582090,0
1637942400000,54341.54000000,54648.93000000,53927.44000000,54326.76000000,6114.08238000,1637956799999,331775480.09251700,221650,2943.08218000,159712703.21201190,0
1637956800000,54326.77000000,54584.74000000,53521.00000000,53726.53000000,5091.20619000,1637971199999,275385245.71659420,197635,2376.02990000,128539961.58542490,0
1637971200000,53723.72000000,54641.99000000,53610.00000000,54347.07000000,6283.80615000,1637985599999,340926119.28042680,215864,2978.17990000,161553138.32786210,0
1637985600000,54347.06000000,54613.84000000,54200.00000000,54394.56000000,3867.29870000,1637999999999,210329713.19411860,160872,1817.25634000,98842594.76523020,0
1638000000000,54394.55000000,55280.00000000,54300.00000000,54605.73000000,6069.40562000,1638014399999,332871397.48746030,220545,2894.96896000,158755817.62200080,0
1638014400000,54605.73000000,55223.00000000,54500.00000000,54898.22000000,4057.78965000,1638028799999,222714234.10185930,177722,2004.36285000,110012477.29549270,0
1638028800000,54898.23000000,55224.44000000,54651.00000000,54935.91000000,4568.24385000,1638043199999,250991853.73591290,166287,2567.45206000,141067487.63572480,0
1638043200000,54935.91000000,55065.00000000,54011.01000000,54721.03000000,4870.45560000,1638057599999,265339805.69195380,168855,2200.71790000,119960025.26853830,0
1638057600000,54716.47000000,54821.00000000,53666.60000000,54137.31000000,7044.54084000,1638071999999,382363519.26557690,218343,3424.69129000,185885615.98278320,0
1638072000000,54137.31000000,54636.65000000,53923.04000000,54515.61000000,3736.91897000,1638086399999,202853544.02116110,146031,1947.35323000,105706698.12685530,0
1638086400000,54515.60000000,54933.80000000,54130.72000000,54493.09000000,3648.45682000,1638100799999,198755823.19097390,145175,1822.44857000,99291218.07613270,0
1638100800000,54493.10000000,54635.52000000,54029.99000000,54296.14000000,3571.69004000,1638115199999,194046508.88308250,157048,1711.22756000,92993808.53429340,0
1638115200000,54296.14000000,54967.50000000,53256.64000000,54617.85000000,7842.80310000,1638129599999,424230013.62518290,261584,3871.51223000,209473342.33432640,0
1638129600000,54617.85000000,57445.05000000,54617.84000000,57274.88000000,10319.30393000,1638143999999,579948964.54685760,325227,5743.46697000,322722533.54037320,0
1638144000000,57274.89000000,58242.09000000,57136.56000000,57359.02000000,9220.69419000,1638158399999,530943382.97265150,284173,4680.49979000,269513840.61371340,0
1638158400000,57359.02000000,57688.00000000,57200.00000000,57515.13000000,4210.84638000,1638172799999,241796991.96405180,163534,2139.83856000,122887279.10656770,0
1638172800000,57512.17000000,57642.85000000,56666.67000000,56883.29000000,5382.27722000,1638187199999,307393781.48871720,196587,2562.37477000,146330328.61682510,0
1638187200000,56883.29000000,57500.00000000,56799.21000000,57125.93000000,5695.69186000,1638201599999,325180451.64426320,198068,2747.85289000,156928011.16435660,0
1638201600000,57125.93000000,58865.97000000,57000.01000000,57880.67000000,10467.38329000,1638215999999,608992749.48213360,311661,4893.79453000,284624313.04617260,0
1638216000000,57880.67000000,58400.00000000,57667.00000000,57776.25000000,5148.38715000,1638230399999,299063990.56172580,195602,2495.88984000,144957212.00461620,0
1638230400000,57776.25000000,57964.18000000,56770.01000000,57092.92000000,6347.17192000,1638244799999,364067695.28359660,208281,3025.82025000,173578642.58601540,0
1638244800000,57092.91000000,57282.11000000,55875.55000000,56510.08000000,6157.46231000,1638259199999,348328008.79180770,215870,2804.43631000,158668779.63362160,0
1638259200000,56510.08000000,57713.91000000,56236.54000000,57602.45000000,7419.71746000,1638273599999,422630352.11975470,245245,3520.87534000,200588111.96475960,0
1638273600000,57602.45000000,59176.99000000,57102.05000000,57238.84000000,13890.73595000,1638287999999,809657030.13752180,412052,7140.96139000,416336600.34693460,0
1638288000000,57233.80000000,58380.41000000,56500.00000000,57629.99000000,10961.41010000,1638302399999,627898528.72651340,340239,5270.43485000,301972179.71312260,0
1638302400000,57629.99000000,57786.08000000,56762.39000000,56950.56000000,4384.55420000,1638316799999,251062457.96271070,165785,2105.27473000,120576108.01117420,0
1638316800000,56950.56000000,57686.12000000,56630.00000000,57362.01000000,5939.80250000,1638331199999,339609522.90074520,189872,2961.00805000,169305885.42881840,0
1638331200000,57362.04000000,57415.16000000,56666.66000000,57163.87000000,4876.32178000,1638345599999,278121468.90787000,176934,2386.08994000,136103633.90902410,0
1638345600000,57163.87000000,57850.00000000,56717.22000000,57157.93000000,7795.17026000,1638359999999,445052545.65721850,243851,3731.17618000,213036386.95700830,0
1638360000000,57160.66000000,58819.45000000,57000.00000000,58614.49000000,10780.20842000,1638374399999,625848843.52572130,320770,5315.57567000,308491729.35948960,0
1638374400000,58614.49000000,59053.55000000,57000.89000000,57427.90000000,8974.20304000,1638388799999,521226739.44031180,290533,4289.00972000,249066859.64729150,0
1638388800000,57427.91000000,57459.36000000,56458.01000000,57184.07000000,6590.93056000,1638403199999,375069593.64387560,220341,2818.43507000,160409909.60722080,0
1638403200000,57184.07000000,57375.47000000,55777.77000000,56300.12000000,8596.70554000,1638417599999,486624395.15672500,250973,3981.20792000,225440252.58570840,0
1638417600000,56300.12000000,56976.25000000,56219.58000000,56810.43000000,5257.58196000,1638431999999,297928976.22762770,171848,2628.76195000,148971977.10963130,0
1638432000000,56810.42000000,57175.65000000,56038.15000000,56314.20000000,5757.58823000,1638446399999,326088738.31585220,189585,2959.25320000,167617316.01178240,0
1638446400000,56309.51000000,57367.67000000,56012.82000000,56520.81000000,7480.52727000,1638460799999,423108230.16877360,269500,3654.89324000,206725015.95096280,0
1638460800000,56516.95000000,56945.52000000,56001.00000000,56616.28000000,6413.65242000,1638475199999,362191481.13376970,258920,3168.42611000,178938885.74019930,0
1638475200000,56616.27000000,57221.00000000,56365.00000000,56480.34000000,4068.00434000,1638489599999,231168281.10456130,167064,1982.93276000,112673447.15184300,0
1638489600000,56484.26000000,56772.24000000,56050.81000000,56323.01000000,4407.67870000,1638503999999,248638003.49085920,165278,2042.86279000,115253429.26375560,0
1638504000000,56318.89000000,57045.44000000,56229.98000000,56733.69000000,5200.45315000,1638518399999,294851602.11135770,177380,2666.39721000,151203848.82719920,0
1638518400000,56733.70000000,57330.00000000,56426.35000000,56959.77000000,5749.03202000,1638532799999,326779589.07665390,207589,2904.17131000,165077587.83363640,0
1638532800000,56959.77000000,57600.00000000,55722.00000000,55975.32000000,9583.54817000,1638547199999,542467749.89901390,336821,4529.79272000,256588087.02879030,0
1638547200000,55975.33000000,55975.33000000,53750.00000000,53838.65000000,14524.94365000,1638561599999,797256626.69942100,459717,6577.28597000,361022920.43110160,0
1638561600000,53838.66000000,54251.00000000,51680.00000000,53601.05000000,19462.03458000,1638575999999,1036204934.66954540,518278,8566.74751000,456410682.77338010,0
1638576000000,53601.05000000,53859.10000000,52000.00000000,52000.00000000,7281.70544000,1638590399999,385371097.49075900,276676,3395.51951000,179808636.93161270,0
1638590400000,52000.01000000,52606.98000000,42000.30000000,47242.74000000,57819.95833800,1638604799999,2760174365.87539506,1479011,26158.34851000,1247939817.68978910,0
1638604800000,47242.75000000,47918.05000000,46131.71000000,46489.67000000,18042.00664000,1638619199999,852217835.10311840,558456,8154.64340000,385108344.56683570,0
1638619200000,46489.66000000,48573.78000000,46489.66000000,48203.73000000,13676.20041000,1638633599999,650691636.79830820,452421,6717.69167000,319619719.64059340,0
1638633600000,48203.74000000,49444.00000000,47742.09000000,49250.00000000,9852.62283000,1638647999999,477755128.30500300,336535,4580.80847000,222314068.17407540,0
1638648000000,49249.99000000,49487.76000000,48447.50000000,49152.47000000,7530.88009000,1638662399999,369501998.40594790,259672,3869.54082000,189841970.49334560,0
1638662400000,49152.46000000,49699.00000000,48315.41000000,49170.79000000,8283.93499000,1638676799999,406078522.31079930,251382,4410.66330000,216246693.66894950,0
1638676800000,49170.78000000,49666.94000000,48831.61000000,49289.18000000,5716.31633000,1638691199999,281941697.80974440,191155,2947.23213000,145346021.82966560,0
1638691200000,49289.17000000,49573.23000000,48700.00000000,49242.58000000,5874.04338000,1638705599999,288973229.46915360,203846,2893.35746000,142339812.54762840,0
1638705600000,49236.24000000,49699.05000000,47727.21000000,47951.57000000,11548.34056000,1638719999999,563215710.79773760,337151,5338.61739000,260340317.55911680,0
1638720000000,47951.57000000,49351.29000000,47894.84000000,48902.45000000,8775.47257000,1638734399999,427354235.93762450,240965,4313.62085000,210050938.92758660,0
1638734400000,48902.44000000,49546.69000000,48498.45000000,49396.33000000,5382.71229000,1638748799999,263922709.51885230,147340,2517.41211000,123461974.05802930,0
1638748800000,49396.32000000,49438.18000000,48273.58000000,49018.47000000,7144.47282000,1638763199999,348674438.61909390,237424,3537.54885000,172625192.39319580,0
1638763200000,49018.46000000,49258.44000000,47731.00000000,48412.66000000,6521.97504000,1638777599999,316224845.83203390,219729,3001.51221000,145502761.62810860,0
1638777600000,48412.66000000,49409.79000000,47100.00000000,48577.78000000,17870.00012000,1638791999999,856939341.22493050,440260,9068.76887000,435045856.54232290,0
1638792000000,48577.78000000,48967.98000000,47822.39000000,48942.68000000,9622.82489000,1638806399999,466166033.51107340,283427,4502.54737000,218156975.47216350,0
1638806400000,48942.67000000,49366.00000000,48653.05000000,49103.00000000,7911.93339000,1638820799999,388025347.71335820,246746,3719.49625000,182426166.39457110,0
1638820800000,49103.00000000,50891.11000000,48760.00000000,50441.92000000,9500.00949000,1638835199999,475498912.27904650,314370,4990.47398000,249707724.45473180,0
1638835200000,50441.91000000,51430.00000000,50332.62000000,50945.03000000,6584.90221000,1638849599999,334092444.87566030,212909,3330.73862000,169045930.15475810,0
1638849600000,50945.02000000,51335.16000000,50797.86000000,50907.27000000,4801.69076000,1638863999999,244965628.96684200,158995,2268.55318000,115742823.28973950,0
1638864000000,50907.27000000,51500.00000000,50810.03000000,51456.20000000,5985.50837000,1638878399999,306698002.72734180,186899,2845.15451000,145818538.23384390,0
1638878400000,51456.21000000,51936.33000000,50611.04000000,51734.15000000,9018.45524000,1638892799999,461863011.37603750,272143,4435.46081000,227196843.22227080,0
1638892800000,51734.15000000,51866.88000000,50666.00000000,50884.48000000,6009.71255000,1638907199999,307580202.46260090,188661,2939.02461000,150413073.42757710,0
1638907200000,50884.49000000,51006.20000000,50039.74000000,50588.95000000,5853.19964000,1638921599999,295374209.80018330,192743,2860.17926000,144333859.29779630,0
1638921600000,50588.95000000,50795.45000000,50100.00000000,50110.91000000,4341.24089000,1638935999999,219216246.59538310,148052,2025.19957000,102245307.95691550,0
1638936000000,50110.90000000,50700.00000000,50077.00000000,50480.93000000,3574.10655000,1638950399999,180181972.45103030,135338,1783.82511000,89918745.60413320,0
1638950400000,50480.92000000,50620.20000000,48824.69000000,49186.51000000,9076.32002000,1638964799999,450681988.34020500,246381,4068.20434000,201974690.26982600,0
1638964800000,49186.50000000,51200.00000000,48600.00000000,50640.10000000,11878.10358000,1638979199999,592873949.97405260,285264,5816.28880000,290429335.48891710,0
1638979200000,50640.09000000,50865.80000000,50052.12000000,50423.21000000,5338.65364000,1638993599999,269306691.57764960,158785,2480.81907000,125150353.48787870,0
1638993600000,50423.20000000,50896.08000000,50079.78000000,50471.19000000,4217.49998000,1639007999999,213197938.17643160,144405,1952.50673000,98692259.43833860,0
1639008000000,50471.19000000,50797.76000000,49425.74000000,49513.35000000,4617.26688000,1639022399999,231449470.85874320,156329,2159.35357000,108260725.08844390,0
1639022400000,49517.00000000,50350.00000000,49184.49000000,50016.89000000,4916.96612000,1639036799999,244533416.38632210,148078,2413.67423000,120070801.19588530,0
1639036800000,50016.86000000,50016.89000000,48898.00000000,49160.53000000,5915.54716000,1639051199999,291486656.34453830,186166,2760.14919000,136025750.65589530,0
1639051200000,49160.54000000,49670.50000000,48048.00000000,48464.09000000,8449.98398000,1639065599999,412336254.85450600,237728,4097.71002000,199952404.00649390,0
1639065600000,48462.08000000,48838.29000000,47500.00000000,47613.53000000,7734.78860000,1639079999999,372006594.80612820,222708,3679.16701000,176976979.85888290,0
1639080000000,47615.89000000,48468.11000000,47320.00000000,47545.59000000,6058.13391000,1639094399999,289662605.64487220,179590,2987.00558000,142795878.89918990,0
1639094400000,47535.90000000,48788.29000000,47439.29000000,48373.48000000,6187.65819000,1639108799999,298778973.56465730,171882,3040.10746000,146768469.40837900,0
1639108800000,48373.48000000,48573.77000000,47550.00000000,47694.62000000,5438.86322000,1639123199999,261354880.65350890,161581,2511.50982000,120686183.88388330,0
1639123200000,47694.62000000,48728.00000000,47587.39000000,48711.00000000,5378.57781000,1639137599999,259447629.58537130,154091,2651.04246000,127878778.74590480,0
1639137600000,48711.00000000,50125.00000000,47744.19000000,47979.22000000,13037.66562000,1639151999999,638104834.19668250,325185,6440.87710000,315282844.29765040,0
1639152000000,47979.23000000,48326.05000000,47251.06000000,48098.84000000,8610.89000000,1639166399999,410798765.26231300,225016,3969.05030000,189402623.73978670,0
1639166400000,48098.84000000,48522.50000000,46852.00000000,47140.54000000,5579.91907000,1639180799999,266538639.59061830,177476,2531.37415000,120976676.22696270,0
1639180800000,47140.54000000,48683.70000000,46751.00000000,48296.99000000,7514.07330000,1639195199999,359706702.66375500,212162,3749.00023000,179478729.41078530,0
1639195200000,48297.00000000,48881.99000000,47765.33000000,48021.76000000,5072.88056000,1639209599999,244751647.76236610,158968,2541.55415000,122625870.19243190,0
1639209600000,48021.75000000,48900.00000000,47843.10000000,48240.44000000,4266.68244000,1639223999999,206522006.09057870,149485,2014.62477000,97524320.49307740,0
1639224000000,48240.43000000,48943.92000000,48160.00000000,48747.02000000,3968.26431000,1639238399999,192347548.35540830,141624,1926.25965000,93380553.63112190,0
1639238400000,48745.11000000,49276.00000000,48385.98000000,48407.25000000,4611.81629000,1639252799999,225274034.56956580,159530,2371.32949000,115841756.86021390,0
1639252800000,48407.25000000,49485.71000000,48390.22000000,49389.99000000,3455.47668000,1639267199999,168922696.13972820,135621,1849.49977000,90400367.21760790,0
1639267200000,49389.99000000,49699.95000000,49022.90000000,49305.70000000,4316.43753000,1639281599999,212909176.41715580,140706,2331.84336000,115029175.19100740,0
1639281600000,49305.71000000,49359.86000000,48824.09000000,49301.21000000,2409.63549000,1639295999999,118286988.90800350,98870,1211.29598000,59460626.16865760,0
1639296000000,49301.20000000,49376.79000000,48638.00000000,49124.33000000,3519.66852000,1639310399999,172425157.43742280,126133,1706.79223000,83599870.86683150,0
1639310400000,49124.33000000,49934.59000000,49107.33000000,49623.26000000,5475.66743000,1639324799999,271732183.85911800,166260,2811.98931000,139562238.80478490,0
1639324800000,49623.26000000,50777.00000000,49501.69000000,50221.05000000,7190.89434000,1639339199999,361149695.53410350,216849,3656.06424000,183600350.51278780,0
1639339200000,50221.05000000,50547.07000000,49862.75000000,50053.90000000,3105.63090000,1639353599999,155812681.46875010,114787,1548.02443000,77671053.32391090,0
1639353600000,50053.90000000,50189.97000000,48430.13000000,48873.19000000,6626.02879000,1639367999999,325503818.77430760,184954,3060.59970000,150407702.80111860,0
1639368000000,48873.20000000,49350.90000000,48554.77000000,48740.01000000,4049.78584000,1639382399999,198282114.87103250,133910,1977.29027000,96812835.76991710,0
1639382400000,48740.01000000,49171.57000000,48145.00000000,48847.26000000,4540.89617000,1639396799999,221514680.31244480,155183,2162.92612000,105542590.27504930,0
1639396800000,48845.00000000,49000.00000000,47012.03000000,47252.02000000,9525.17074000,1639411199999,456378921.61281170,277177,4324.87666000,207294080.48167630,0
1639411200000,47252.02000000,47932.19000000,45672.75000000,46739.36000000,18201.15961000,1639425599999,851610095.20439230,418855,8017.75842000,375498781.14111730,0
1639425600000,46739.35000000,47288.19000000,46214.13000000,46702.75000000,7926.47978000,1639439999999,370598870.01531610,229520,3943.57163000,184416258.06952360,0
1639440000000,46702.76000000,47226.32000000,46290.00000000,46952.00000000,4767.66908000,1639454399999,223319364.98817540,161023,2249.00697000,105327263.48334070,0
1639454400000,46952.01000000,47176.22000000,46306.80000000,47000.00000000,5403.66679000,1639468799999,253034110.51946220,159453,2721.25048000,127422026.73083480,0
1639468800000,46999.99000000,47740.00000000,46789.69000000,47622.00000000,7640.60562000,1639483199999,360843541.71054460,208657,3842.00224000,181453272.00229310,0
1639483200000,47617.99000000,47959.77000000,46617.25000000,46853.86000000,8434.84108000,1639497599999,399151311.51161140,245319,3995.46237000,189059421.21618740,0
1639497600000,46853.87000000,47148.00000000,46429.88000000,46859.40000000,6148.20931000,1639511999999,287897291.52168220,192064,3089.22388000,144669747.71480040,0
1639512000000,46859.42000000,48700.41000000,46839.78000000,48343.28000000,7560.99257000,1639526399999,363181742.22262080,228476,4113.85995000,197569605.00945790,0
1639526400000,48336.95000000,48761.00000000,47836.00000000,48262.41000000,5125.38507000,1639540799999,246825008.33861240,153983,2444.62598000,117768096.42946970,0
1639540800000,48262.40000000,48450.00000000,47928.64000000,48209.51000000,4937.77313000,1639555199999,238021829.09665350,171705,2457.50070000,118468017.02123960,0
1639555200000,48209.51000000,48850.00000000,48069.68000000,48132.54000000,5569.92492000,1639569599999,269524991.41450530,174605,2861.93741000,138487408.12137860,0
1639569600000,48132.54000000,48300.00000000,46587.00000000,46632.31000000,8526.11078000,1639583999999,404236937.20357340,233574,3855.23663000,182860983.87450020,0
1639584000000,46632.30000000,49259.98000000,46547.00000000,48674.90000000,18058.52173000,1639598399999,866759558.86521180,425367,9563.91180000,459042056.48761540,0
1639598400000,48674.90000000,49500.00000000,48527.01000000,48864.98000000,9411.46537000,1639612799999,461643984.17299290,278942,4677.95639000,229468816.52533770,0
1639612800000,48864.98000000,49269.03000000,48709.70000000,48819.60000000,4110.10972000,1639627199999,201183850.82697890,133212,1947.62952000,95338570.92819640,0
1639627200000,48819.59000000,49072.30000000,48502.26000000,48712.23000000,4374.49905000,1639641599999,213341354.68416220,133879,2156.89207000,105197907.66512030,0
1639641600000,48712.23000000,49436.43000000,48608.62000000,49207.79000000,4734.22268000,1639655999999,231890469.98277860,158823,2306.77251000,112993033.01192110,0
1639656000000,49207.79000000,49266.60000000,48243.58000000,48585.81000000,7408.52106000,1639670399999,360835755.33667410,225945,3470.78806000,169064822.02513710,0
1639670400000,48578.61000000,48717.43000000,47666.00000000,47866.01000000,6570.83557000,1639684799999,316305514.37052540,213465,3227.19322000,155381746.56037080,0
1639684800000,47866.01000000,48387.54000000,47511.00000000,47632.38000000,4751.67931000,1639699199999,227643708.85162580,158659,2172.64901000,104139203.38665310,0
1639699200000,47632.38000000,47995.96000000,47390.43000000,47766.07000000,3499.96478000,1639713599999,167142221.59466820,118375,1619.32637000,77346766.91191650,0
1639713600000,47766.07000000,47953.22000000,46749.55000000,47007.25000000,5536.46011000,1639727999999,261926332.42243750,164037,2353.99559000,111430709.74197970,0
1639728000000,47007.25000000,47298.54000000,46769.89000000,47112.43000000,6104.25193000,1639742399999,287410697.74132330,183660,2981.90578000,140410800.38681330,0
1639742400000,47112.43000000,47363.36000000,45456.00000000,46528.83000000,14519.42353000,1639756799999,672307169.75843000,364009,6210.48563000,287696806.11627820,0
1639756800000,46528.83000000,47440.10000000,46400.00000000,46765.66000000,7271.10803000,1639771199999,340839046.49592120,213959,3748.23239000,175719339.48236960,0
1639771200000,46765.66000000,47093.16000000,45565.58000000,46131.20000000,6173.28032000,1639785599999,286340881.50335220,217740,2932.82616000,136061440.94571710,0
1639785600000,46133.83000000,46545.83000000,45500.00000000,46283.05000000,5773.95433000,1639799999999,265473117.97277420,185229,2838.93215000,130569869.61848830,0
1639800000000,46283.04000000,46858.27000000,46072.33000000,46364.08000000,3878.09779000,1639814399999,180183066.20662780,134419,1910.89946000,88782409.16291090,0
1639814400000,46364.09000000,47392.37000000,46194.44000000,47070.44000000,4949.39649000,1639828799999,231753061.57305530,162625,2466.49353000,115562168.81933990,0
1639828800000,47070.43000000,47219.16000000,46560.83000000,46858.55000000,3694.50336000,1639843199999,173419620.11039960,135025,1892.51505000,88849944.30787150,0
1639843200000,46858.56000000,46992.14000000,46325.61000000,46643.68000000,3928.87071000,1639857599999,183442536.16104170,141219,2071.55785000,96718505.17020790,0
1639857600000,46643.68000000,47100.00000000,46525.00000000,46834.48000000,2795.23003000,1639871999999,130933733.67694410,103549,1455.14903000,68166557.19374820,0
1639872000000,46834.47000000,47990.75000000,46406.91000000,47712.38000000,5740.25301000,1639886399999,270739012.34423550,158232,2958.10575000,139574992.81952480,0
1639886400000,47714.61000000,48074.16000000,47445.16000000,47515.09000000,4265.82966000,1639900799999,203591774.38219340,117259,2240.32705000,106918107.20902560,0
1639900800000,47515.09000000,47641.77000000,46807.27000000,47152.72000000,4167.80619000,1639915199999,196653196.10386460,129141,2122.88985000,100182246.23019310,0
1639915200000,47155.24000000,48300.01000000,46867.01000000,47239.80000000,7256.00899000,1639929599999,344139532.45072010,204479,3563.55017000,169144222.18999060,0
1639929600000,47239.81000000,47500.00000000,46580.00000000,46673.93000000,3811.33471000,1639943999999,179056646.42240350,134441,1716.91252000,80690749.02703430,0
1639944000000,46673.94000000,47550.00000000,46482.90000000,46681.23000000,4064.47409000,1639958399999,190778436.65935280,131275,2044.99294000,96049496.75279530,0
1639958400000,46681.24000000,47200.00000000,46220.00000000,46687.22000000,5289.76806000,1639972799999,246819779.61915020,162283,2451.68873000,114414291.15107930,0
1639972800000,46687.22000000,47049.87000000,46103.00000000,46429.19000000,5067.54695000,1639987199999,235955315.96796250,162629,2414.91502000,112458922.16155920,0
1639987200000,46429.19000000,46554.00000000,45750.00000000,46092.60000000,6115.32372000,1640001599999,281684773.87110480,189263,3057.55760000,140842531.90103870,0
1640001600000,46092.60000000,46313.89000000,45558.85000000,45974.08000000,6788.93430000,1640015999999,311662468.84484720,198120,3301.58233000,151578312.05972150,0
1640016000000,45974.09000000,46690.00000000,45863.72000000,46585.55000000,6279.87581000,1640030399999,290677151.36149400,183438,3216.76186000,148893803.97677600,0
1640030400000,46585.56000000,47537.57000000,46585.55000000,46914.16000000,6307.05725000,1640044799999,296563628.16589470,180755,3223.82195000,151629709.41356830,0
1640044800000,46914.17000000,48085.00000000,46630.00000000,47928.47000000,6030.04023000,1640059199999,284790846.47394960,169305,3298.26986000,155894956.05272830,0
1640059200000,47928.48000000,48824.16000000,47927.05000000,48579.77000000,9365.63722000,1640073599999,454286079.85040880,247083,4717.35365000,228805936.98098390,0
1640073600000,48579.77000000,49000.00000000,48438.49000000,48866.92000000,6047.51626000,1640087999999,294589879.38927140,162153,3091.69554000,150643936.24463330,0
1640088000000,48866.92000000,49328.96000000,48265.24000000,48418.49000000,8300.64222000,1640102399999,404970847.93647650,251411,4165.61038000,203232704.96466840,0
1640102400000,48418.48000000,48876.94000000,48332.50000000,48619.79000000,3902.19164000,1640116799999,189556917.01267050,138916,2025.53647000,98402474.70233100,0
1640116800000,48619.80000000,49287.93000000,48461.47000000,48889.88000000,4067.90167000,1640131199999,199039578.39710340,150544,2057.80416000,100668403.27679050,0
1640131200000,48887.59000000,49576.13000000,48600.00000000,49249.00000000,4651.07812000,1640145599999,228398635.30955530,156983,2453.79069000,120550249.93873180,0
1640145600000,49249.00000000,49347.90000000,48914.07000000,49206.42000000,3638.84897000,1640159999999,178903274.56451580,127749,1778.16232000,87438529.30763230,0
1640160000000,49206.43000000,49535.00000000,48830.29000000,48981.99000000,4953.22659000,1640174399999,243429267.10757870,165560,2476.02590000,121709248.40445200,0
1640174400000,48981.98000000,49123.62000000,48421.87000000,48879.28000000,5713.52645000,1640188799999,278342377.84800770,215102,2773.11634000,135095771.39728520,0
1640188800000,48879.28000000,49245.81000000,48506.01000000,48931.99000000,3946.36838000,1640203199999,192794749.37975880,158947,2023.33291000,98848589.72960360,0
1640203200000,48931.99000000,49144.99000000,48555.00000000,48588.16000000,4101.15369000,1640217599999,200550291.12431320,125139,1898.12147000,92824841.97860480,0
